locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
L1FLnI_7p21.1i	L1FLnI	L1FLnI	chr7	18168959	18179096	-	l1base	L1FLnI_7p21.1i_chr7_18168959_18179096	L1FLnI_7p21.1i_chr7_18168959_18179096				UID-12636
L1FLnI_7p21.1j	L1FLnI	L1FLnI	chr7	18733768	18743906	-	l1base	L1FLnI_7p21.1j_chr7_18733768_18743906	L1FLnI_7p21.1j_chr7_18733768_18743906				UID-12637
L1FLnI_7p21.1k	L1FLnI	L1FLnI	chr7	18984574	18994569	-	l1base	L1FLnI_7p21.1k_chr7_18984574_18994569	L1FLnI_7p21.1k_chr7_18984574_18994569				UID-12072
L1FLnI_7p21.1l	L1FLnI	L1FLnI	chr7	19033736	19043886	-	l1base	L1FLnI_7p21.1l_chr7_19033736_19043886	L1FLnI_7p21.1l_chr7_19033736_19043886				UID-12609
L1FLnI_7p21.1m	L1FLnI	L1FLnI	chr7	19042241	19052389	+	l1base	L1FLnI_7p21.1m_chr7_19042241_19052389	L1FLnI_7p21.1m_chr7_19042241_19052389				UID-12610
L1FLnI_7p21.1n	L1FLnI	L1FLnI	chr7	19070603	19079395	+	l1base	L1FLnI_7p21.1n_chr7_19070603_19079395	L1FLnI_7p21.1n_chr7_19070603_19079395				UID-12676
L1FLnI_7p21.1o	L1FLnI	L1FLnI	chr7	19188543	19198547	-	l1base	L1FLnI_7p21.1o_chr7_19188543_19198547	L1FLnI_7p21.1o_chr7_19188543_19198547				UID-12530
L1FLnI_7p21.1p	L1FLnI	L1FLnI	chr7	19223109	19233515	+	l1base	L1FLnI_7p21.1p_chr7_19223109_19233515	L1FLnI_7p21.1p_chr7_19223109_19233515				UID-12355
L1FLnI_7p21.1q	L1FLnI	L1FLnI	chr7	19541789	19552201	-	l1base	L1FLnI_7p21.1q_chr7_19541789_19552201	L1FLnI_7p21.1q_chr7_19541789_19552201				UID-12356
L1FLnI_7p21.1r	L1FLnI	L1FLnI	chr7	19589480	19598862	-	l1base	L1FLnI_7p21.1r_chr7_19589480_19598862	L1FLnI_7p21.1r_chr7_19589480_19598862				UID-12422
L1FLnI_7p21.1s	L1FLnI	L1FLnI	chr7	19623838	19633571	+	l1base	L1FLnI_7p21.1s_chr7_19623838_19633571	L1FLnI_7p21.1s_chr7_19623838_19633571				UID-12447
L1FLnI_7p21.1t	L1FLnI	L1FLnI	chr7	19877183	19887294	-	l1base	L1FLnI_7p21.1t_chr7_19877183_19887294	L1FLnI_7p21.1t_chr7_19877183_19887294				UID-12073
L1FLnI_7p21.1u	L1FLnI	L1FLnI	chr7	19883470	19893609	-	l1base	L1FLnI_7p21.1u_chr7_19883470_19893609	L1FLnI_7p21.1u_chr7_19883470_19893609				UID-12155
L1FLnI_7p21.1v	L1FLnI	L1FLnI	chr7	19900080	19910184	-	l1base	L1FLnI_7p21.1v_chr7_19900080_19910184	L1FLnI_7p21.1v_chr7_19900080_19910184				UID-12156
L1FLnI_7p21.1w	L1FLnI	L1FLnI	chr7	19948222	19958335	-	l1base	L1FLnI_7p21.1w_chr7_19948222_19958335	L1FLnI_7p21.1w_chr7_19948222_19958335				UID-12645
L1FLnI_7p21.1x	L1FLnI	L1FLnI	chr7	20064311	20074450	+	l1base	L1FLnI_7p21.1x_chr7_20064311_20074450	L1FLnI_7p21.1x_chr7_20064311_20074450				UID-12113
L1FLnI_7p21.1y	L1FLnI	L1FLnI	chr7	20491865	20501790	+	l1base	L1FLnI_7p21.1y_chr7_20491865_20501790	L1FLnI_7p21.1y_chr7_20491865_20501790				UID-12600
L1FLnI_7p21.1z	L1FLnI	L1FLnI	chr7	20564063	20572979	+	l1base	L1FLnI_7p21.1z_chr7_20564063_20572979	L1FLnI_7p21.1z_chr7_20564063_20572979				UID-12334
L1FLnI_7p21.1aa	L1FLnI	L1FLnI	chr7	20882928	20891673	-	l1base	L1FLnI_7p21.1aa_chr7_20882928_20891673	L1FLnI_7p21.1aa_chr7_20882928_20891673				UID-12646
L1FLnI_7p15.3a	L1FLnI	L1FLnI	chr7	20921860	20930417	-	l1base	L1FLnI_7p15.3a_chr7_20921860_20930417	L1FLnI_7p15.3a_chr7_20921860_20930417				UID-12255
L1FLnI_7p15.3b	L1FLnI	L1FLnI	chr7	21176146	21185675	-	l1base	L1FLnI_7p15.3b_chr7_21176146_21185675	L1FLnI_7p15.3b_chr7_21176146_21185675				UID-12185
L1FLnI_7p15.3c	L1FLnI	L1FLnI	chr7	21338845	21349013	-	l1base	L1FLnI_7p15.3c_chr7_21338845_21349013	L1FLnI_7p15.3c_chr7_21338845_21349013				UID-12383
L1FLnI_7p15.3d	L1FLnI	L1FLnI	chr7	22524798	22534831	+	l1base	L1FLnI_7p15.3d_chr7_22524798_22534831	L1FLnI_7p15.3d_chr7_22524798_22534831				UID-12104
L1FLnI_7p15.3e	L1FLnI	L1FLnI	chr7	22731282	22742825	+	l1base	L1FLnI_7p15.3e_chr7_22731282_22742825	L1FLnI_7p15.3e_chr7_22731282_22742825				UID-12472
L1FLnI_7p15.3f	L1FLnI	L1FLnI	chr7	22920698	22930856	+	l1base	L1FLnI_7p15.3f_chr7_22920698_22930856	L1FLnI_7p15.3f_chr7_22920698_22930856				UID-12197
L1FLnI_7p15.3g	L1FLnI	L1FLnI	chr7	23317560	23327574	+	l1base	L1FLnI_7p15.3g_chr7_23317560_23327574	L1FLnI_7p15.3g_chr7_23317560_23327574				UID-12112
L1FLnI_7p15.3h	L1FLnI	L1FLnI	chr7	23317560	23327563	+	l1base	L1FLnI_7p15.3h_chr7_23317560_23327563	L1FLnI_7p15.3h_chr7_23317560_23327563				UID-12129
L1FLnI_7p15.3i	L1FLnI	L1FLnI	chr7	23773280	23783790	-	l1base	L1FLnI_7p15.3i_chr7_23773280_23783790	L1FLnI_7p15.3i_chr7_23773280_23783790				UID-12644
L1FLnI_7p15.3j	L1FLnI	L1FLnI	chr7	23822104	23832242	-	l1base	L1FLnI_7p15.3j_chr7_23822104_23832242	L1FLnI_7p15.3j_chr7_23822104_23832242				UID-12198
L1FLnI_7p15.3k	L1FLnI	L1FLnI	chr7	23943673	23953820	+	l1base	L1FLnI_7p15.3k_chr7_23943673_23953820	L1FLnI_7p15.3k_chr7_23943673_23953820				UID-12076
L1FLnI_7p15.3l	L1FLnI	L1FLnI	chr7	23982735	23991938	+	l1base	L1FLnI_7p15.3l_chr7_23982735_23991938	L1FLnI_7p15.3l_chr7_23982735_23991938				UID-12687
L1FLnI_7p15.3m	L1FLnI	L1FLnI	chr7	24272482	24282628	-	l1base	L1FLnI_7p15.3m_chr7_24272482_24282628	L1FLnI_7p15.3m_chr7_24272482_24282628				UID-12617
L1FLnI_7p15.3n	L1FLnI	L1FLnI	chr7	24995773	25005913	-	l1base	L1FLnI_7p15.3n_chr7_24995773_25005913	L1FLnI_7p15.3n_chr7_24995773_25005913				UID-12642
L1FLnI_7p15.3o	L1FLnI	L1FLnI	chr7	24995781	25005913	-	l1base	L1FLnI_7p15.3o_chr7_24995781_25005913	L1FLnI_7p15.3o_chr7_24995781_25005913				UID-12655
L1FLnI_7p15.3p	L1FLnI	L1FLnI	chr7	25041362	25051391	-	l1base	L1FLnI_7p15.3p_chr7_25041362_25051391	L1FLnI_7p15.3p_chr7_25041362_25051391				UID-12045
L1FLnI_7p15.2a	L1FLnI	L1FLnI	chr7	25599535	25609549	+	l1base	L1FLnI_7p15.2a_chr7_25599535_25609549	L1FLnI_7p15.2a_chr7_25599535_25609549				UID-12562
L1FLnI_7p15.2b	L1FLnI	L1FLnI	chr7	25740334	25750363	+	l1base	L1FLnI_7p15.2b_chr7_25740334_25750363	L1FLnI_7p15.2b_chr7_25740334_25750363				UID-12563
L1FLnI_7p15.2c	L1FLnI	L1FLnI	chr7	26764351	26774411	-	l1base	L1FLnI_7p15.2c_chr7_26764351_26774411	L1FLnI_7p15.2c_chr7_26764351_26774411				UID-12581
L1FLnI_7p15.2d	L1FLnI	L1FLnI	chr7	26928078	26936771	+	l1base	L1FLnI_7p15.2d_chr7_26928078_26936771	L1FLnI_7p15.2d_chr7_26928078_26936771				UID-12166
L1FLnI_7p15.2e	L1FLnI	L1FLnI	chr7	26967673	26977906	-	l1base	L1FLnI_7p15.2e_chr7_26967673_26977906	L1FLnI_7p15.2e_chr7_26967673_26977906				UID-12425
L1FLnI_7p15.2f	L1FLnI	L1FLnI	chr7	27001947	27012095	-	l1base	L1FLnI_7p15.2f_chr7_27001947_27012095	L1FLnI_7p15.2f_chr7_27001947_27012095				UID-12298
L1FLnI_7p15.2g	L1FLnI	L1FLnI	chr7	27501710	27511699	-	l1base	L1FLnI_7p15.2g_chr7_27501710_27511699	L1FLnI_7p15.2g_chr7_27501710_27511699				UID-12075
L1FLnI_7p15.1a	L1FLnI	L1FLnI	chr7	27978498	27987129	+	l1base	L1FLnI_7p15.1a_chr7_27978498_27987129	L1FLnI_7p15.1a_chr7_27978498_27987129				UID-12683
L1FLnI_7p15.1b	L1FLnI	L1FLnI	chr7	28333957	28344726	-	l1base	L1FLnI_7p15.1b_chr7_28333957_28344726	L1FLnI_7p15.1b_chr7_28333957_28344726				UID-12463
L1FLnI_7p14.3a	L1FLnI	L1FLnI	chr7	29043815	29052776	+	l1base	L1FLnI_7p14.3a_chr7_29043815_29052776	L1FLnI_7p14.3a_chr7_29043815_29052776				UID-12663
L1ORF2_7p14.3	L1ORF2	L1ORF2	chr7	29578934	29586977	+	l1base	L1ORF2_7p14.3_chr7_29578934_29586977	L1ORF2_7p14.3_chr7_29578934_29586977				UID-63
L1FLnI_7p14.3b	L1FLnI	L1FLnI	chr7	29724903	29734221	-	l1base	L1FLnI_7p14.3b_chr7_29724903_29734221	L1FLnI_7p14.3b_chr7_29724903_29734221				UID-12450
L1FLnI_7p14.3c	L1FLnI	L1FLnI	chr7	30413977	30424003	-	l1base	L1FLnI_7p14.3c_chr7_30413977_30424003	L1FLnI_7p14.3c_chr7_30413977_30424003				UID-12531
L1FLI_7p14.3	L1FLI	L1FLI	chr7	30438242	30446292	+	l1base	L1FLI_7p14.3_chr7_30438242_30446292	L1FLI_7p14.3_chr7_30438242_30446292				UID-75
L1FLnI_7p14.3d	L1FLnI	L1FLnI	chr7	30534015	30544134	+	l1base	L1FLnI_7p14.3d_chr7_30534015_30544134	L1FLnI_7p14.3d_chr7_30534015_30544134				UID-12292
L1FLnI_7p14.3e	L1FLnI	L1FLnI	chr7	30636310	30646330	-	l1base	L1FLnI_7p14.3e_chr7_30636310_30646330	L1FLnI_7p14.3e_chr7_30636310_30646330				UID-12532
L1FLnI_7p14.3f	L1FLnI	L1FLnI	chr7	31139006	31150624	-	l1base	L1FLnI_7p14.3f_chr7_31139006_31150624	L1FLnI_7p14.3f_chr7_31139006_31150624				UID-12481
L1FLnI_7p14.3g	L1FLnI	L1FLnI	chr7	31139006	31147667	-	l1base	L1FLnI_7p14.3g_chr7_31139006_31147667	L1FLnI_7p14.3g_chr7_31139006_31147667				UID-12489
L1FLnI_7p14.3h	L1FLnI	L1FLnI	chr7	31500704	31510728	-	l1base	L1FLnI_7p14.3h_chr7_31500704_31510728	L1FLnI_7p14.3h_chr7_31500704_31510728				UID-12096
L1FLnI_7p14.3i	L1FLnI	L1FLnI	chr7	31607595	31616927	-	l1base	L1FLnI_7p14.3i_chr7_31607595_31616927	L1FLnI_7p14.3i_chr7_31607595_31616927				UID-12259
L1FLnI_7p14.3j	L1FLnI	L1FLnI	chr7	31616118	31626282	+	l1base	L1FLnI_7p14.3j_chr7_31616118_31626282	L1FLnI_7p14.3j_chr7_31616118_31626282				UID-12097
L1FLnI_7p14.3k	L1FLnI	L1FLnI	chr7	31960470	31970652	+	l1base	L1FLnI_7p14.3k_chr7_31960470_31970652	L1FLnI_7p14.3k_chr7_31960470_31970652				UID-12143
L1FLnI_7p14.3l	L1FLnI	L1FLnI	chr7	32078385	32088514	+	l1base	L1FLnI_7p14.3l_chr7_32078385_32088514	L1FLnI_7p14.3l_chr7_32078385_32088514				UID-12062
L1FLnI_7p14.3m	L1FLnI	L1FLnI	chr7	32116002	32126359	+	l1base	L1FLnI_7p14.3m_chr7_32116002_32126359	L1FLnI_7p14.3m_chr7_32116002_32126359				UID-12585
L1FLnI_7p14.3n	L1FLnI	L1FLnI	chr7	32304246	32314417	+	l1base	L1FLnI_7p14.3n_chr7_32304246_32314417	L1FLnI_7p14.3n_chr7_32304246_32314417				UID-12144
L1FLnI_7p14.3o	L1FLnI	L1FLnI	chr7	32461030	32471065	+	l1base	L1FLnI_7p14.3o_chr7_32461030_32471065	L1FLnI_7p14.3o_chr7_32461030_32471065				UID-12063
L1FLnI_7p14.3p	L1FLnI	L1FLnI	chr7	32682180	32692215	-	l1base	L1FLnI_7p14.3p_chr7_32682180_32692215	L1FLnI_7p14.3p_chr7_32682180_32692215				UID-12523
L1FLnI_7p14.3q	L1FLnI	L1FLnI	chr7	32697155	32707045	-	l1base	L1FLnI_7p14.3q_chr7_32697155_32707045	L1FLnI_7p14.3q_chr7_32697155_32707045				UID-12524
L1FLnI_7p14.3r	L1FLnI	L1FLnI	chr7	32704517	32714680	+	l1base	L1FLnI_7p14.3r_chr7_32704517_32714680	L1FLnI_7p14.3r_chr7_32704517_32714680				UID-12064
L1FLnI_7p14.3s	L1FLnI	L1FLnI	chr7	33160627	33170512	-	l1base	L1FLnI_7p14.3s_chr7_33160627_33170512	L1FLnI_7p14.3s_chr7_33160627_33170512				UID-12616
L1FLnI_7p14.3t	L1FLnI	L1FLnI	chr7	33521249	33531273	-	l1base	L1FLnI_7p14.3t_chr7_33521249_33531273	L1FLnI_7p14.3t_chr7_33521249_33531273				UID-12537
L1FLnI_7p14.3u	L1FLnI	L1FLnI	chr7	33988121	33998136	-	l1base	L1FLnI_7p14.3u_chr7_33988121_33998136	L1FLnI_7p14.3u_chr7_33988121_33998136				UID-12564
L1FLnI_7p14.3v	L1FLnI	L1FLnI	chr7	34169071	34179087	-	l1base	L1FLnI_7p14.3v_chr7_34169071_34179087	L1FLnI_7p14.3v_chr7_34169071_34179087				UID-12565
L1FLnI_7p14.3w	L1FLnI	L1FLnI	chr7	34199715	34209777	-	l1base	L1FLnI_7p14.3w_chr7_34199715_34209777	L1FLnI_7p14.3w_chr7_34199715_34209777				UID-12127
L1FLnI_7p14.3x	L1FLnI	L1FLnI	chr7	34199733	34209777	-	l1base	L1FLnI_7p14.3x_chr7_34199733_34209777	L1FLnI_7p14.3x_chr7_34199733_34209777				UID-12117
L1FLnI_7p14.3y	L1FLnI	L1FLnI	chr7	34229063	34239398	-	l1base	L1FLnI_7p14.3y_chr7_34229063_34239398	L1FLnI_7p14.3y_chr7_34229063_34239398				UID-12398
L1FLnI_7p14.3z	L1FLnI	L1FLnI	chr7	34427829	34437953	+	l1base	L1FLnI_7p14.3z_chr7_34427829_34437953	L1FLnI_7p14.3z_chr7_34427829_34437953				UID-12649
L1FLnI_7p14.3aa	L1FLnI	L1FLnI	chr7	34453445	34463836	+	l1base	L1FLnI_7p14.3aa_chr7_34453445_34463836	L1FLnI_7p14.3aa_chr7_34453445_34463836				UID-12399
L1FLnI_7p14.3ba	L1FLnI	L1FLnI	chr7	34548472	34559177	+	l1base	L1FLnI_7p14.3ba_chr7_34548472_34559177	L1FLnI_7p14.3ba_chr7_34548472_34559177				UID-12601
L1FLnI_7p14.3ca	L1FLnI	L1FLnI	chr7	34572299	34582460	+	l1base	L1FLnI_7p14.3ca_chr7_34572299_34582460	L1FLnI_7p14.3ca_chr7_34572299_34582460				UID-12201
L1FLnI_7p14.3da	L1FLnI	L1FLnI	chr7	34630836	34639504	+	l1base	L1FLnI_7p14.3da_chr7_34630836_34639504	L1FLnI_7p14.3da_chr7_34630836_34639504				UID-12400
L1FLnI_7p14.3ea	L1FLnI	L1FLnI	chr7	34810437	34820807	+	l1base	L1FLnI_7p14.3ea_chr7_34810437_34820807	L1FLnI_7p14.3ea_chr7_34810437_34820807				UID-12650
L1FLnI_7p14.2a	L1FLnI	L1FLnI	chr7	34902741	34912752	+	l1base	L1FLnI_7p14.2a_chr7_34902741_34912752	L1FLnI_7p14.2a_chr7_34902741_34912752				UID-12106
L1FLnI_7p14.2b	L1FLnI	L1FLnI	chr7	34902741	34912768	+	l1base	L1FLnI_7p14.2b_chr7_34902741_34912768	L1FLnI_7p14.2b_chr7_34902741_34912768				UID-12128
L1FLnI_7p14.2c	L1FLnI	L1FLnI	chr7	35089459	35099472	+	l1base	L1FLnI_7p14.2c_chr7_35089459_35099472	L1FLnI_7p14.2c_chr7_35089459_35099472				UID-12560
L1FLnI_7p14.2d	L1FLnI	L1FLnI	chr7	35148318	35158457	+	l1base	L1FLnI_7p14.2d_chr7_35148318_35158457	L1FLnI_7p14.2d_chr7_35148318_35158457				UID-12326
L1FLnI_7p14.2e	L1FLnI	L1FLnI	chr7	35659384	35668448	-	l1base	L1FLnI_7p14.2e_chr7_35659384_35668448	L1FLnI_7p14.2e_chr7_35659384_35668448				UID-12327
L1FLnI_7p14.2f	L1FLnI	L1FLnI	chr7	35738714	35748135	-	l1base	L1FLnI_7p14.2f_chr7_35738714_35748135	L1FLnI_7p14.2f_chr7_35738714_35748135				UID-12328
L1FLnI_7p14.2g	L1FLnI	L1FLnI	chr7	36116457	36126650	+	l1base	L1FLnI_7p14.2g_chr7_36116457_36126650	L1FLnI_7p14.2g_chr7_36116457_36126650				UID-12632
L1FLnI_7p14.2h	L1FLnI	L1FLnI	chr7	36552470	36562626	-	l1base	L1FLnI_7p14.2h_chr7_36552470_36562626	L1FLnI_7p14.2h_chr7_36552470_36562626				UID-12095
L1FLnI_7p14.1a	L1FLnI	L1FLnI	chr7	37116665	37126796	+	l1base	L1FLnI_7p14.1a_chr7_37116665_37126796	L1FLnI_7p14.1a_chr7_37116665_37126796				UID-12333
L1FLnI_7p14.1b	L1FLnI	L1FLnI	chr7	37116665	37126800	+	l1base	L1FLnI_7p14.1b_chr7_37116665_37126800	L1FLnI_7p14.1b_chr7_37116665_37126800				UID-12339
L1FLnI_7p14.1c	L1FLnI	L1FLnI	chr7	37149668	37159811	+	l1base	L1FLnI_7p14.1c_chr7_37149668_37159811	L1FLnI_7p14.1c_chr7_37149668_37159811				UID-12643
L1FLnI_7p14.1d	L1FLnI	L1FLnI	chr7	37162844	37172991	-	l1base	L1FLnI_7p14.1d_chr7_37162844_37172991	L1FLnI_7p14.1d_chr7_37162844_37172991				UID-12109
L1ORF2_7p14.1	L1ORF2	L1ORF2	chr7	37611040	37619077	-	l1base	L1ORF2_7p14.1_chr7_37611040_37619077	L1ORF2_7p14.1_chr7_37611040_37619077				UID-62
L1FLnI_7p14.1e	L1FLnI	L1FLnI	chr7	37635834	37646229	-	l1base	L1FLnI_7p14.1e_chr7_37635834_37646229	L1FLnI_7p14.1e_chr7_37635834_37646229				UID-12437
L1FLnI_7p14.1f	L1FLnI	L1FLnI	chr7	38043941	38053103	-	l1base	L1FLnI_7p14.1f_chr7_38043941_38053103	L1FLnI_7p14.1f_chr7_38043941_38053103				UID-12677
L1FLnI_7p14.1g	L1FLnI	L1FLnI	chr7	38043957	38053103	-	l1base	L1FLnI_7p14.1g_chr7_38043957_38053103	L1FLnI_7p14.1g_chr7_38043957_38053103				UID-12678
L1FLnI_7p14.1h	L1FLnI	L1FLnI	chr7	38148268	38156897	+	l1base	L1FLnI_7p14.1h_chr7_38148268_38156897	L1FLnI_7p14.1h_chr7_38148268_38156897				UID-12424
L1FLnI_7p14.1i	L1FLnI	L1FLnI	chr7	38657172	38665768	+	l1base	L1FLnI_7p14.1i_chr7_38657172_38665768	L1FLnI_7p14.1i_chr7_38657172_38665768				UID-12506
L1FLnI_7p14.1j	L1FLnI	L1FLnI	chr7	39007029	39017052	-	l1base	L1FLnI_7p14.1j_chr7_39007029_39017052	L1FLnI_7p14.1j_chr7_39007029_39017052				UID-12556
L1FLnI_7p14.1k	L1FLnI	L1FLnI	chr7	39961137	39970644	-	l1base	L1FLnI_7p14.1k_chr7_39961137_39970644	L1FLnI_7p14.1k_chr7_39961137_39970644				UID-12169
L1FLnI_7p14.1l	L1FLnI	L1FLnI	chr7	40333262	40343392	-	l1base	L1FLnI_7p14.1l_chr7_40333262_40343392	L1FLnI_7p14.1l_chr7_40333262_40343392				UID-12302
L1FLnI_7p14.1m	L1FLnI	L1FLnI	chr7	40809758	40820212	-	l1base	L1FLnI_7p14.1m_chr7_40809758_40820212	L1FLnI_7p14.1m_chr7_40809758_40820212				UID-12507
L1FLnI_7p14.1n	L1FLnI	L1FLnI	chr7	40928448	40938559	-	l1base	L1FLnI_7p14.1n_chr7_40928448_40938559	L1FLnI_7p14.1n_chr7_40928448_40938559				UID-12619
L1FLnI_7p14.1o	L1FLnI	L1FLnI	chr7	40947978	40958090	-	l1base	L1FLnI_7p14.1o_chr7_40947978_40958090	L1FLnI_7p14.1o_chr7_40947978_40958090				UID-12364
L1FLnI_7p14.1p	L1FLnI	L1FLnI	chr7	40954098	40963630	-	l1base	L1FLnI_7p14.1p_chr7_40954098_40963630	L1FLnI_7p14.1p_chr7_40954098_40963630				UID-12578
L1FLnI_7p14.1q	L1FLnI	L1FLnI	chr7	42364946	42375076	-	l1base	L1FLnI_7p14.1q_chr7_42364946_42375076	L1FLnI_7p14.1q_chr7_42364946_42375076				UID-12651
L1FLnI_7p14.1r	L1FLnI	L1FLnI	chr7	42435041	42444187	-	l1base	L1FLnI_7p14.1r_chr7_42435041_42444187	L1FLnI_7p14.1r_chr7_42435041_42444187				UID-12268
L1FLnI_7p14.1s	L1FLnI	L1FLnI	chr7	42440925	42451032	-	l1base	L1FLnI_7p14.1s_chr7_42440925_42451032	L1FLnI_7p14.1s_chr7_42440925_42451032				UID-12502
L1FLnI_7p14.1t	L1FLnI	L1FLnI	chr7	42580075	42590252	-	l1base	L1FLnI_7p14.1t_chr7_42580075_42590252	L1FLnI_7p14.1t_chr7_42580075_42590252				UID-12202
L1FLnI_7p14.1u	L1FLnI	L1FLnI	chr7	42793456	42802841	+	l1base	L1FLnI_7p14.1u_chr7_42793456_42802841	L1FLnI_7p14.1u_chr7_42793456_42802841				UID-12671
L1FLnI_7p14.1v	L1FLnI	L1FLnI	chr7	42793456	42802824	+	l1base	L1FLnI_7p14.1v_chr7_42793456_42802824	L1FLnI_7p14.1v_chr7_42793456_42802824				UID-12672
L1FLnI_7p14.1w	L1FLnI	L1FLnI	chr7	42889282	42899529	+	l1base	L1FLnI_7p14.1w_chr7_42889282_42899529	L1FLnI_7p14.1w_chr7_42889282_42899529				UID-12220
L1FLnI_7p14.1x	L1FLnI	L1FLnI	chr7	43055598	43065616	+	l1base	L1FLnI_7p14.1x_chr7_43055598_43065616	L1FLnI_7p14.1x_chr7_43055598_43065616				UID-12521
L1FLnI_7p13a	L1FLnI	L1FLnI	chr7	43772639	43782787	-	l1base	L1FLnI_7p13a_chr7_43772639_43782787	L1FLnI_7p13a_chr7_43772639_43782787				UID-12138
L1FLnI_7p13b	L1FLnI	L1FLnI	chr7	45311784	45321919	+	l1base	L1FLnI_7p13b_chr7_45311784_45321919	L1FLnI_7p13b_chr7_45311784_45321919				UID-12296
L1FLnI_7p13c	L1FLnI	L1FLnI	chr7	45329058	45339519	+	l1base	L1FLnI_7p13c_chr7_45329058_45339519	L1FLnI_7p13c_chr7_45329058_45339519				UID-12668
L1FLnI_7p13d	L1FLnI	L1FLnI	chr7	45349363	45359906	+	l1base	L1FLnI_7p13d_chr7_45349363_45359906	L1FLnI_7p13d_chr7_45349363_45359906				UID-12511
L1FLnI_7p13e	L1FLnI	L1FLnI	chr7	45367213	45375732	-	l1base	L1FLnI_7p13e_chr7_45367213_45375732	L1FLnI_7p13e_chr7_45367213_45375732				UID-12270
L1FLnI_7p13f	L1FLnI	L1FLnI	chr7	45377009	45387028	-	l1base	L1FLnI_7p13f_chr7_45377009_45387028	L1FLnI_7p13f_chr7_45377009_45387028				UID-12074
L1FLnI_7p12.3a	L1FLnI	L1FLnI	chr7	45461941	45472140	-	l1base	L1FLnI_7p12.3a_chr7_45461941_45472140	L1FLnI_7p12.3a_chr7_45461941_45472140				UID-12297
L1FLnI_7p12.3b	L1FLnI	L1FLnI	chr7	45488980	45499248	-	l1base	L1FLnI_7p12.3b_chr7_45488980_45499248	L1FLnI_7p12.3b_chr7_45488980_45499248				UID-12254
L1FLnI_7p12.3c	L1FLnI	L1FLnI	chr7	45946921	45956920	-	l1base	L1FLnI_7p12.3c_chr7_45946921_45956920	L1FLnI_7p12.3c_chr7_45946921_45956920				UID-12060
L1FLnI_7p12.3d	L1FLnI	L1FLnI	chr7	46011733	46021599	+	l1base	L1FLnI_7p12.3d_chr7_46011733_46021599	L1FLnI_7p12.3d_chr7_46011733_46021599				UID-12583
L1FLnI_7p12.3e	L1FLnI	L1FLnI	chr7	46231371	46240609	+	l1base	L1FLnI_7p12.3e_chr7_46231371_46240609	L1FLnI_7p12.3e_chr7_46231371_46240609				UID-12685
L1FLnI_7p12.3f	L1FLnI	L1FLnI	chr7	46336571	46345359	-	l1base	L1FLnI_7p12.3f_chr7_46336571_46345359	L1FLnI_7p12.3f_chr7_46336571_46345359				UID-12679
L1FLnI_7p12.3g	L1FLnI	L1FLnI	chr7	46587237	46597446	+	l1base	L1FLnI_7p12.3g_chr7_46587237_46597446	L1FLnI_7p12.3g_chr7_46587237_46597446				UID-12584
L1FLnI_7p12.3h	L1FLnI	L1FLnI	chr7	46718765	46730499	+	l1base	L1FLnI_7p12.3h_chr7_46718765_46730499	L1FLnI_7p12.3h_chr7_46718765_46730499				UID-12596
L1ORF2_7p12.3	L1ORF2	L1ORF2	chr7	46818623	46826672	+	l1base	L1ORF2_7p12.3_chr7_46818623_46826672	L1ORF2_7p12.3_chr7_46818623_46826672				UID-64
L1FLnI_7p12.3i	L1FLnI	L1FLnI	chr7	47156177	47166294	+	l1base	L1FLnI_7p12.3i_chr7_47156177_47166294	L1FLnI_7p12.3i_chr7_47156177_47166294				UID-12315
L1FLnI_7p12.3j	L1FLnI	L1FLnI	chr7	47913105	47922383	+	l1base	L1FLnI_7p12.3j_chr7_47913105_47922383	L1FLnI_7p12.3j_chr7_47913105_47922383				UID-12218
L1FLnI_7p12.3k	L1FLnI	L1FLnI	chr7	48529422	48539483	-	l1base	L1FLnI_7p12.3k_chr7_48529422_48539483	L1FLnI_7p12.3k_chr7_48529422_48539483				UID-12219
L1FLnI_7p12.3l	L1FLnI	L1FLnI	chr7	48552186	48561212	-	l1base	L1FLnI_7p12.3l_chr7_48552186_48561212	L1FLnI_7p12.3l_chr7_48552186_48561212				UID-12455
L1FLnI_7p12.3m	L1FLnI	L1FLnI	chr7	48600729	48610997	-	l1base	L1FLnI_7p12.3m_chr7_48600729_48610997	L1FLnI_7p12.3m_chr7_48600729_48610997				UID-12343
L1FLnI_7p12.3n	L1FLnI	L1FLnI	chr7	48681446	48691589	+	l1base	L1FLnI_7p12.3n_chr7_48681446_48691589	L1FLnI_7p12.3n_chr7_48681446_48691589				UID-12134
L1FLnI_7p12.2a	L1FLnI	L1FLnI	chr7	49034804	49044922	+	l1base	L1FLnI_7p12.2a_chr7_49034804_49044922	L1FLnI_7p12.2a_chr7_49034804_49044922				UID-12446
L1FLnI_7p12.2b	L1FLnI	L1FLnI	chr7	49234576	49243267	-	l1base	L1FLnI_7p12.2b_chr7_49234576_49243267	L1FLnI_7p12.2b_chr7_49234576_49243267				UID-12421
L1FLnI_7p12.2c	L1FLnI	L1FLnI	chr7	49646240	49656389	+	l1base	L1FLnI_7p12.2c_chr7_49646240_49656389	L1FLnI_7p12.2c_chr7_49646240_49656389				UID-12149
