locus	category	family	chrom	start	end	strand	source	gene_id	transcript_id	repFamily	repName	intModel	l1base_id
ERV316A3_6p22.3f	oneside	oneside	chr6	24163042	24166457	-	rmsk	ERV316A3_6p22.3f	ERV316A3_6p22.3f	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER4_6p22.3c	oneside	oneside	chr6	24669089	24674396	-	rmsk	MER4_6p22.3c	MER4_6p22.3c	ERV1	MER4A1	MER4-int	
HERVW_6p22.3	oneside	oneside	chr6	24676688	24683100	-	rmsk	HERVW_6p22.3	HERVW_6p22.3	ERV1	HERV17-int	HERV17-int	
MER4_6p22.3d	prototype	prototype	chr6	25128933	25136513	+	rmsk	MER4_6p22.3d	MER4_6p22.3d	ERV1	MER4A1	MER4-int	
ERVLE_6p22.2a	internal	internal	chr6	25217330	25218207	+	rmsk	ERVLE_6p22.2a	ERVLE_6p22.2a	ERVL	ERVL-E-int	ERVL-E-int	
LTR46_6p22.2	oneside	oneside	chr6	25835820	25838436	-	rmsk	LTR46_6p22.2	LTR46_6p22.2	ERV1	LTR46	LTR46-int	
ERV316A3_6p22.2	oneside	oneside	chr6	25838435	25840551	-	rmsk	ERV316A3_6p22.2	ERV316A3_6p22.2	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER41_6p22.2	prototype	prototype	chr6	25951314	25955011	-	rmsk	MER41_6p22.2	MER41_6p22.2	ERV1	MER41B	MER41-int	
HARLEQUIN_6p22.2	prototype	prototype	chr6	26075040	26081760	+	rmsk	HARLEQUIN_6p22.2	HARLEQUIN_6p22.2	ERV1	LTR2	Harlequin-int	
HML5_6p22.2	prototype	prototype	chr6	26257219	26260461	+	rmsk	HML5_6p22.2	HML5_6p22.2	ERVK	LTR22A	HERVK22-int	
HML6_6p22.2	prototype	prototype	chr6	26288022	26296266	-	rmsk	HML6_6p22.2	HML6_6p22.2	ERVK	LTR3	HERVK3-int	
HERV3_6p22.2	internal	internal	chr6	26343462	26344951	+	rmsk	HERV3_6p22.2	HERV3_6p22.2	ERV1	HERV3-int	HERV3-int	
MER101_6p22.2	oneside	oneside	chr6	26992582	26994782	-	rmsk	MER101_6p22.2	MER101_6p22.2	ERV1	MER101-int	MER101-int	
ERVLE_6p22.2b	internal	internal	chr6	27044303	27046624	+	rmsk	ERVLE_6p22.2b	ERVLE_6p22.2b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p22.1a	internal	internal	chr6	27128640	27129713	-	rmsk	ERVLE_6p22.1a	ERVLE_6p22.1a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLB4_6p22.1a	internal	internal	chr6	27153618	27154593	-	rmsk	ERVLB4_6p22.1a	ERVLB4_6p22.1a	ERVL	ERVL-B4-int	ERVL-B4-int	
HERVKC4_6p22.1	prototype	prototype	chr6	27187521	27196279	+	rmsk	HERVKC4_6p22.1	HERVKC4_6p22.1	ERVK	LTR14	HERVKC4-int	
ERVLE_6p22.1b	internal	internal	chr6	27206996	27209753	+	rmsk	ERVLE_6p22.1b	ERVLE_6p22.1b	ERVL	ERVL-E-int	ERVL-E-int	
HERVL18_6p22.1a	oneside	oneside	chr6	27405363	27407723	-	rmsk	HERVL18_6p22.1a	HERVL18_6p22.1a	ERVL	HERVL18-int	HERVL18-int	
ERVLB4_6p22.1b	oneside	oneside	chr6	27632305	27634033	-	rmsk	ERVLB4_6p22.1b	ERVLB4_6p22.1b	ERVL	MLT2B2	ERVL-B4-int	
HERVL_6p22.1	internal	internal	chr6	27634032	27636313	-	rmsk	HERVL_6p22.1	HERVL_6p22.1	ERVL	HERVL-int	HERVL-int	
ERV316A3_6p22.1a	oneside	oneside	chr6	27945679	27947350	-	rmsk	ERV316A3_6p22.1a	ERV316A3_6p22.1a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL18_6p22.1b	prototype	prototype	chr6	28000512	28003589	+	rmsk	HERVL18_6p22.1b	HERVL18_6p22.1b	ERVL	LTR18B	HERVL18-int	
ERV316A3_6p22.1b	oneside	oneside	chr6	28342079	28347246	+	rmsk	ERV316A3_6p22.1b	ERV316A3_6p22.1b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL18_6p22.1c	prototype	prototype	chr6	28353865	28357249	-	rmsk	HERVL18_6p22.1c	HERVL18_6p22.1c	ERVL	LTR18B	HERVL18-int	
ERV316A3_6p22.1c	oneside	oneside	chr6	28454462	28455650	-	rmsk	ERV316A3_6p22.1c	ERV316A3_6p22.1c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HML2_6p22.1	unknown	unknown	chr6	28682591	28692958	+	rmsk	HML2_6p22.1	HML2_6p22.1	ERVK	LTR5_Hs	HERVK-int	
ERVLE_6p22.1c	internal	internal	chr6	28704386	28705528	-	rmsk	ERVLE_6p22.1c	ERVLE_6p22.1c	ERVL	ERVL-E-int	ERVL-E-int	
HERVS71_6p22.1	prototype	prototype	chr6	28766179	28776502	-	rmsk	HERVS71_6p22.1	HERVS71_6p22.1	ERV1	LTR6A	HERVS71-int	
LTR57_6p22.1	prototype	prototype	chr6	28868273	28875869	-	rmsk	LTR57_6p22.1	LTR57_6p22.1	ERVL	LTR57	LTR57-int	
MER41_6p22.1a	internal	internal	chr6	29142477	29143260	-	rmsk	MER41_6p22.1a	MER41_6p22.1a	ERV1	MER41-int	MER41-int	
MER41_6p22.1b	oneside	oneside	chr6	29143266	29144503	+	rmsk	MER41_6p22.1b	MER41_6p22.1b	ERV1	MER41-int	MER41-int	
ERV316A3_6p22.1d	oneside	oneside	chr6	29209120	29212517	+	rmsk	ERV316A3_6p22.1d	ERV316A3_6p22.1d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_6p22.1	prototype	prototype	chr6	29245477	29252808	-	rmsk	HERVH_6p22.1	HERVH_6p22.1	ERV1	LTR7	HERVH-int	
ERV316A3_6p22.1e	internal	internal	chr6	29404359	29405943	+	rmsk	ERV316A3_6p22.1e	ERV316A3_6p22.1e	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
MER4_6p22.1	oneside	oneside	chr6	29521853	29527396	-	rmsk	MER4_6p22.1	MER4_6p22.1	ERV1	MER4-int	MER4-int	
ERV316A3_6p22.1f	internal	internal	chr6	29579631	29584117	-	rmsk	ERV316A3_6p22.1f	ERV316A3_6p22.1f	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL40_6p22.1	internal	internal	chr6	29683681	29684478	+	rmsk	HERVL40_6p22.1	HERVL40_6p22.1	ERVL	HERVL40-int	HERVL40-int	
ERV316A3_6p22.1g	oneside	oneside	chr6	29710867	29715028	+	rmsk	ERV316A3_6p22.1g	ERV316A3_6p22.1g	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_6p22.1h	prototype	prototype	chr6	29767822	29772967	+	rmsk	ERV316A3_6p22.1h	ERV316A3_6p22.1h	ERVL	LTR16B2	ERV3-16A3_I-int	
ERV316A3_6p22.1i	oneside	oneside	chr6	29793128	29794351	+	rmsk	ERV316A3_6p22.1i	ERV316A3_6p22.1i	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_6p22.1j	oneside	oneside	chr6	29815953	29818692	+	rmsk	ERV316A3_6p22.1j	ERV316A3_6p22.1j	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_6p22.1k	prototype	prototype	chr6	29868623	29874102	+	rmsk	ERV316A3_6p22.1k	ERV316A3_6p22.1k	ERVL	LTR16B2	ERV3-16A3_I-int	
HML3_6p22.1	prototype	prototype	chr6	29875650	29881829	-	rmsk	HML3_6p22.1	HML3_6p22.1	ERVK	MER9a1	HERVK9-int	
ERV316A3_6p22.1l	internal	internal	chr6	29892311	29893557	+	rmsk	ERV316A3_6p22.1l	ERV316A3_6p22.1l	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_6p22.1m	prototype	prototype	chr6	29912749	29918216	+	rmsk	ERV316A3_6p22.1m	ERV316A3_6p22.1m	ERVL	LTR16B2	ERV3-16A3_I-int	
ERV316A3_6p22.1n	oneside	oneside	chr6	29946920	29950412	+	rmsk	ERV316A3_6p22.1n	ERV316A3_6p22.1n	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVP71A_6p22.1	oneside	oneside	chr6	29962489	29970366	+	rmsk	HERVP71A_6p22.1	HERVP71A_6p22.1	ERV1	HERVP71A-int	HERVP71A-int	
ERV316A3_6p22.1o	prototype	prototype	chr6	29997951	30003286	+	rmsk	ERV316A3_6p22.1o	ERV316A3_6p22.1o	ERVL	LTR16B2	ERV3-16A3_I-int	
ERV316A3_6p22.1p	internal	internal	chr6	30276058	30277473	+	rmsk	ERV316A3_6p22.1p	ERV316A3_6p22.1p	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_6p22.1d	internal	internal	chr6	30379919	30380543	-	rmsk	ERVLE_6p22.1d	ERVLE_6p22.1d	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_6p21.33a	oneside	oneside	chr6	30966374	30971833	+	rmsk	HERVL_6p21.33a	HERVL_6p21.33a	ERVL	HERVL-int	HERVL-int	
ERVLE_6p21.33	internal	internal	chr6	31036968	31041018	-	rmsk	ERVLE_6p21.33	ERVLE_6p21.33	ERVL	ERVL-E-int	ERVL-E-int	
HARLEQUIN_6p21.33	oneside	oneside	chr6	31181866	31186769	-	rmsk	HARLEQUIN_6p21.33	HARLEQUIN_6p21.33	ERV1	Harlequin-int	Harlequin-int	
HERV3_6p21.33	oneside	oneside	chr6	31225751	31228462	-	rmsk	HERV3_6p21.33	HERV3_6p21.33	ERV1	HERV3-int	HERV3-int	
HML3_6p21.33	prototype	prototype	chr6	31231985	31236096	-	rmsk	HML3_6p21.33	HML3_6p21.33	ERVK	MER9a3	HERVK9-int	
ERVLB4_6p21.33a	internal	internal	chr6	31245355	31246550	-	rmsk	ERVLB4_6p21.33a	ERVLB4_6p21.33a	ERVL	ERVL-B4-int	ERVL-B4-int	
ERV316A3_6p21.33a	internal	internal	chr6	31300558	31302000	+	rmsk	ERV316A3_6p21.33a	ERV316A3_6p21.33a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLB4_6p21.33b	oneside	oneside	chr6	31320444	31321942	-	rmsk	ERVLB4_6p21.33b	ERVLB4_6p21.33b	ERVL	MLT2C1	ERVL-B4-int	
ERVLB4_6p21.33c	internal	internal	chr6	31376331	31377123	-	rmsk	ERVLB4_6p21.33c	ERVLB4_6p21.33c	ERVL	ERVL-B4-int	ERVL-B4-int	
ERV316A3_6p21.33b	oneside	oneside	chr6	31383746	31387283	-	rmsk	ERV316A3_6p21.33b	ERV316A3_6p21.33b	ERVL	LTR16B2	ERV3-16A3_I-int	
HERVL_6p21.33b	oneside	oneside	chr6	31429886	31436004	+	rmsk	HERVL_6p21.33b	HERVL_6p21.33b	ERVL	HERVL-int	HERVL-int	
ERV316A3_6p21.33c	prototype	prototype	chr6	31463420	31469043	-	rmsk	ERV316A3_6p21.33c	ERV316A3_6p21.33c	ERVL	LTR16B2	ERV3-16A3_I-int	
HERVKC4_6p21.33a	prototype	prototype	chr6	31984692	31991052	-	rmsk	HERVKC4_6p21.33a	HERVKC4_6p21.33a	ERVK	LTR14	HERVKC4-int	
HERVKC4_6p21.33b	prototype	prototype	chr6	32017430	32023790	-	rmsk	HERVKC4_6p21.33b	HERVKC4_6p21.33b	ERVK	LTR14	HERVKC4-int	
HUERSP2_6p21.32	oneside	oneside	chr6	32374313	32376450	+	rmsk	HUERSP2_6p21.32	HUERSP2_6p21.32	ERV1	HUERS-P2-int	HUERS-P2-int	
HML6_6p21.32a	oneside	oneside	chr6	32475495	32479598	-	rmsk	HML6_6p21.32a	HML6_6p21.32a	ERVK	HERVK3-int	HERVK3-int	
HML6_6p21.32b	prototype	prototype	chr6	32559720	32567345	-	rmsk	HML6_6p21.32b	HML6_6p21.32b	ERVK	LTR3	HERVK3-int	
HERVFH19_6p21.32	oneside	oneside	chr6	32706957	32708797	+	rmsk	HERVFH19_6p21.32	HERVFH19_6p21.32	ERV1	HERVFH19-int	HERVFH19-int	
HML5_6p21.32	oneside	oneside	chr6	33049231	33056518	+	rmsk	HML5_6p21.32	HML5_6p21.32	ERVK	LTR22B1	HERVK22-int	
HUERSP3_6p21.32	prototype	prototype	chr6	33117739	33125003	-	rmsk	HUERSP3_6p21.32	HUERSP3_6p21.32	ERV1	LTR9C	HUERS-P3-int	
MER41_6p21.32	internal	internal	chr6	33135484	33138647	-	rmsk	MER41_6p21.32	MER41_6p21.32	ERV1	MER41-int	MER41-int	
HERVH_6p21.32	oneside	oneside	chr6	33345910	33351803	+	rmsk	HERVH_6p21.32	HERVH_6p21.32	ERV1	HERVH-int	HERVH-int	
HARLEQUIN_6p21.32	internal	internal	chr6	33351884	33355241	-	rmsk	HARLEQUIN_6p21.32	HARLEQUIN_6p21.32	ERV1	Harlequin-int	Harlequin-int	
ERVLE_6p21.32	internal	internal	chr6	33491772	33494874	+	rmsk	ERVLE_6p21.32	ERVLE_6p21.32	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p21.31a	internal	internal	chr6	33940363	33944337	+	rmsk	ERVLE_6p21.31a	ERVLE_6p21.31a	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_6p21.31	oneside	oneside	chr6	34487488	34488731	-	rmsk	ERV316A3_6p21.31	ERV316A3_6p21.31	ERVL	LTR16	ERV3-16A3_I-int	
HARLEQUIN_6p21.31	prototype	prototype	chr6	34998361	35004307	+	rmsk	HARLEQUIN_6p21.31	HARLEQUIN_6p21.31	ERV1	LTR2B	Harlequin-int	
HML5_6p21.31	oneside	oneside	chr6	35106285	35108199	-	rmsk	HML5_6p21.31	HML5_6p21.31	ERVK	HERVK22-int	HERVK22-int	
ERVLE_6p21.31b	internal	internal	chr6	35123248	35127626	+	rmsk	ERVLE_6p21.31b	ERVLE_6p21.31b	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p21.31c	internal	internal	chr6	35536499	35539739	+	rmsk	ERVLE_6p21.31c	ERVLE_6p21.31c	ERVL	ERVL-E-int	ERVL-E-int	
MER4_6p21.31	internal	internal	chr6	35800496	35801904	+	rmsk	MER4_6p21.31	MER4_6p21.31	ERV1	MER4-int	MER4-int	
ERVLE_6p21.31d	internal	internal	chr6	36172272	36173535	+	rmsk	ERVLE_6p21.31d	ERVLE_6p21.31d	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p21.2a	internal	internal	chr6	36688707	36691575	-	rmsk	ERVLE_6p21.2a	ERVLE_6p21.2a	ERVL	ERVL-E-int	ERVL-E-int	
PABLA_6p21.2	internal	internal	chr6	36879007	36882287	+	rmsk	PABLA_6p21.2	PABLA_6p21.2	ERV1	PABL_A-int	PABL_A-int	
ERVLE_6p21.2b	internal	internal	chr6	37716148	37717322	-	rmsk	ERVLE_6p21.2b	ERVLE_6p21.2b	ERVL	ERVL-E-int	ERVL-E-int	
HERV9_6p21.2	prototype	prototype	chr6	38616529	38624486	+	rmsk	HERV9_6p21.2	HERV9_6p21.2	ERV1	LTR12F	HERV9-int	
ERV316A3_6p21.2a	internal	internal	chr6	38660109	38662217	+	rmsk	ERV316A3_6p21.2a	ERV316A3_6p21.2a	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERV316A3_6p21.2b	internal	internal	chr6	38662225	38663259	-	rmsk	ERV316A3_6p21.2b	ERV316A3_6p21.2b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVH_6p21.2a	oneside	oneside	chr6	39121132	39122886	+	rmsk	HERVH_6p21.2a	HERVH_6p21.2a	ERV1	HERVH-int	HERVH-int	
HERVH_6p21.2b	prototype	prototype	chr6	39131513	39136520	-	rmsk	HERVH_6p21.2b	HERVH_6p21.2b	ERV1	LTR7	HERVH-int	
HERV3_6p21.2	internal	internal	chr6	39993652	39999033	-	rmsk	HERV3_6p21.2	HERV3_6p21.2	ERV1	HERV3-int	HERV3-int	
HUERSP1_6p21.2	internal	internal	chr6	40049241	40049884	+	rmsk	HUERSP1_6p21.2	HUERSP1_6p21.2	ERV1	HUERS-P1-int	HUERS-P1-int	
PABLB_6p21.2	internal	internal	chr6	40050106	40052929	+	rmsk	PABLB_6p21.2	PABLB_6p21.2	ERV1	PABL_B-int	PABL_B-int	
ERVLB4_6p21.2	internal	internal	chr6	40097140	40097876	+	rmsk	ERVLB4_6p21.2	ERVLB4_6p21.2	ERVL	ERVL-B4-int	ERVL-B4-int	
ERV316A3_6p21.2c	prototype	prototype	chr6	40112545	40116908	+	rmsk	ERV316A3_6p21.2c	ERV316A3_6p21.2c	ERVL	LTR16B1	ERV3-16A3_I-int	
ERV316A3_6p21.2d	internal	internal	chr6	40123126	40126514	+	rmsk	ERV316A3_6p21.2d	ERV316A3_6p21.2d	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
HERVL32_6p21.2	prototype	prototype	chr6	40129734	40135877	+	rmsk	HERVL32_6p21.2	HERVL32_6p21.2	ERVL	LTR32	HERVL32-int	
ERVLE_6p21.2c	unknown	unknown	chr6	40144681	40146320	+	rmsk	ERVLE_6p21.2c	ERVLE_6p21.2c	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p21.2d	prototype	prototype	chr6	40218526	40222682	+	rmsk	ERVLE_6p21.2d	ERVLE_6p21.2d	ERVL	MLT2F	ERVL-E-int	
HERVH_6p21.1	prototype	prototype	chr6	40861398	40868767	-	rmsk	HERVH_6p21.1	HERVH_6p21.1	ERV1	LTR7	HERVH-int	
MER41_6p21.1	internal	internal	chr6	41290897	41291520	-	rmsk	MER41_6p21.1	MER41_6p21.1	ERV1	MER41-int	MER41-int	
HUERSP1_6p21.1	oneside	oneside	chr6	42059405	42062899	-	rmsk	HUERSP1_6p21.1	HUERSP1_6p21.1	ERV1	LTR8	HUERS-P1-int	
HML2_6p21.1	prototype	prototype	chr6	42893671	42903629	-	rmsk	HML2_6p21.1	HML2_6p21.1	ERVK	LTR5B	HERVK-int	
ERVLE_6p21.1a	internal	internal	chr6	42907134	42908768	+	rmsk	ERVLE_6p21.1a	ERVLE_6p21.1a	ERVL	ERVL-E-int	ERVL-E-int	
ERVLE_6p21.1b	internal	internal	chr6	43381215	43385701	-	rmsk	ERVLE_6p21.1b	ERVLE_6p21.1b	ERVL	ERVL-E-int	ERVL-E-int	
HERVP71A_6p21.1a	oneside	oneside	chr6	43390787	43393150	+	rmsk	HERVP71A_6p21.1a	HERVP71A_6p21.1a	ERV1	LTR71B	HERVP71A-int	
HERVP71A_6p21.1b	oneside	oneside	chr6	43396148	43400430	+	rmsk	HERVP71A_6p21.1b	HERVP71A_6p21.1b	ERV1	HERVP71A-int	HERVP71A-int	
MER101_6p21.1	internal	internal	chr6	44210586	44213812	+	rmsk	MER101_6p21.1	MER101_6p21.1	ERV1	MER101-int	MER101-int	
HML3_6p21.1	prototype	prototype	chr6	45235730	45241700	+	rmsk	HML3_6p21.1	HML3_6p21.1	ERVK	MER9a3	HERVK9-int	
ERVLE_6p21.1c	internal	internal	chr6	46179764	46180883	+	rmsk	ERVLE_6p21.1c	ERVLE_6p21.1c	ERVL	ERVL-E-int	ERVL-E-int	
ERV316A3_6p12.3a	prototype	prototype	chr6	47152770	47156944	-	rmsk	ERV316A3_6p12.3a	ERV316A3_6p12.3a	ERVL	LTR16A	ERV3-16A3_I-int	
HERVL_6p12.3a	prototype	prototype	chr6	47175690	47182207	-	rmsk	HERVL_6p12.3a	HERVL_6p12.3a	ERVL	MLT2A2	HERVL-int	
HML3_6p12.3	prototype	prototype	chr6	47312692	47316775	-	rmsk	HML3_6p12.3	HML3_6p12.3	ERVK	MER9a1	HERVK9-int	
HARLEQUIN_6p12.3	oneside	oneside	chr6	47641260	47648143	+	rmsk	HARLEQUIN_6p12.3	HARLEQUIN_6p12.3	ERV1	Harlequin-int	Harlequin-int	
ERV316A3_6p12.3b	oneside	oneside	chr6	48599818	48604298	-	rmsk	ERV316A3_6p12.3b	ERV316A3_6p12.3b	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
LTR23_6p12.3	oneside	oneside	chr6	48853508	48855356	+	rmsk	LTR23_6p12.3	LTR23_6p12.3	ERV1	LTR23-int	LTR23-int	
HERVK14C_6p12.3	prototype	prototype	chr6	48873676	48879725	+	rmsk	HERVK14C_6p12.3	HERVK14C_6p12.3	ERVK	LTR14C	HERVK14C-int	
ERV316A3_6p12.3c	oneside	oneside	chr6	49065537	49070971	+	rmsk	ERV316A3_6p12.3c	ERV316A3_6p12.3c	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
ERVLE_6p12.3a	internal	internal	chr6	49360613	49362696	-	rmsk	ERVLE_6p12.3a	ERVLE_6p12.3a	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_6p12.3b	internal	internal	chr6	49439021	49440123	-	rmsk	HERVL_6p12.3b	HERVL_6p12.3b	ERVL	HERVL-int	HERVL-int	
HERVK11D_6p12.3	prototype	prototype	chr6	49501278	49508842	-	rmsk	HERVK11D_6p12.3	HERVK11D_6p12.3	ERVK	MER11D	HERVK11D-int	
PABLA_6p12.3	internal	internal	chr6	49717615	49721439	-	rmsk	PABLA_6p12.3	PABLA_6p12.3	ERV1	PABL_A-int	PABL_A-int	
MER41_6p12.3	oneside	oneside	chr6	49721416	49722594	-	rmsk	MER41_6p12.3	MER41_6p12.3	ERV1	MER41-int	MER41-int	
HML5_6p12.3	prototype	prototype	chr6	49886919	49891450	-	rmsk	HML5_6p12.3	HML5_6p12.3	ERVK	LTR22E	HERVK22-int	
HERVL_6p12.3c	oneside	oneside	chr6	50356594	50359102	+	rmsk	HERVL_6p12.3c	HERVL_6p12.3c	ERVL	HERVL-int	HERVL-int	
ERVLE_6p12.3b	prototype	prototype	chr6	50361316	50363225	-	rmsk	ERVLE_6p12.3b	ERVLE_6p12.3b	ERVL	MLT2E	ERVL-E-int	
HERVL_6p12.3d	prototype	prototype	chr6	51051785	51058810	+	rmsk	HERVL_6p12.3d	HERVL_6p12.3d	ERVL	MLT2A1	HERVL-int	
HERVH_6p12.2	prototype	prototype	chr6	51938241	51944426	+	rmsk	HERVH_6p12.2	HERVH_6p12.2	ERV1	LTR7	HERVH-int	
ERV316A3_6p12.2	internal	internal	chr6	52322920	52324727	-	rmsk	ERV316A3_6p12.2	ERV316A3_6p12.2	ERVL	ERV3-16A3_I-int	ERV3-16A3_I-int	
PABLA_6p12.2	internal	internal	chr6	52705570	52709742	+	rmsk	PABLA_6p12.2	PABLA_6p12.2	ERV1	PABL_A-int	PABL_A-int	
HERVW_6p12.2	prototype	prototype	chr6	52914876	52921914	-	rmsk	HERVW_6p12.2	HERVW_6p12.2	ERV1	LTR17	HERV17-int	
HERV3_6p12.2	internal	internal	chr6	52921915	52927154	+	rmsk	HERV3_6p12.2	HERV3_6p12.2	ERV1	HERV3-int	HERV3-int	
MER101_6p12.1	prototype	prototype	chr6	53083391	53090346	-	rmsk	MER101_6p12.1	MER101_6p12.1	ERV1	MER65A	MER101-int	
ERVLE_6p12.1a	internal	internal	chr6	53416949	53420757	+	rmsk	ERVLE_6p12.1a	ERVLE_6p12.1a	ERVL	ERVL-E-int	ERVL-E-int	
MER4_6p12.1	prototype	prototype	chr6	53555820	53563424	+	rmsk	MER4_6p12.1	MER4_6p12.1	ERV1	MER4A1	MER4-int	
ERVLE_6p12.1b	internal	internal	chr6	55378263	55378866	-	rmsk	ERVLE_6p12.1b	ERVLE_6p12.1b	ERVL	ERVL-E-int	ERVL-E-int	
HERVL_6p12.1	oneside	oneside	chr6	55624104	55627881	+	rmsk	HERVL_6p12.1	HERVL_6p12.1	ERVL	HERVL-int	HERVL-int	
ERVLE_6p12.1c	prototype	prototype	chr6	55801103	55804074	+	rmsk	ERVLE_6p12.1c	ERVLE_6p12.1c	ERVL	MLT2F	ERVL-E-int	
HERVH_6p12.1	oneside	oneside	chr6	56010739	56016786	-	rmsk	HERVH_6p12.1	HERVH_6p12.1	ERV1	HERVH-int	HERVH-int	
HML5_6p12.1	prototype	prototype	chr6	57069873	57074762	+	rmsk	HML5_6p12.1	HML5_6p12.1	ERVK	LTR22C0	HERVK22-int	
HERVL_6p11.2	oneside	oneside	chr6	57664143	57666573	+	rmsk	HERVL_6p11.2	HERVL_6p11.2	ERVL	HERVL-int	HERVL-int	
HERVK11_6p11.2	internal	internal	chr6	58399982	58403956	+	rmsk	HERVK11_6p11.2	HERVK11_6p11.2	ERVK	HERVK11-int	HERVK11-int	
HML3_6p11.2	prototype	prototype	chr6	58412696	58419708	-	rmsk	HML3_6p11.2	HML3_6p11.2	ERVK	MER9a1	HERVK9-int	
PRIMAX_6q11.1	internal	internal	chr6	60485646	60486423	-	rmsk	PRIMAX_6q11.1	PRIMAX_6q11.1	ERV1	PRIMAX-int	PRIMAX-int	
HERVL_6q11.1a	oneside	oneside	chr6	60562941	60565366	+	rmsk	HERVL_6q11.1a	HERVL_6q11.1a	ERVL	HERVL-int	HERVL-int	
HML2_6q11.1	prototype	prototype	chr6	60654987	60660975	+	rmsk	HML2_6q11.1	HML2_6q11.1	ERVK	LTR5A	HERVK-int	
MER4_6q11.1a	internal	internal	chr6	61208004	61212425	-	rmsk	MER4_6q11.1a	MER4_6q11.1a	ERV1	MER4-int	MER4-int	
MER4_6q11.1b	oneside	oneside	chr6	61212615	61214270	-	rmsk	MER4_6q11.1b	MER4_6q11.1b	ERV1	MER4-int	MER4-int	
HERVK11_6q11.1	internal	internal	chr6	61274536	61278498	+	rmsk	HERVK11_6q11.1	HERVK11_6q11.1	ERVK	HERVK11-int	HERVK11-int	
HML3_6q11.1a	prototype	prototype	chr6	61287260	61294257	-	rmsk	HML3_6q11.1a	HML3_6q11.1a	ERVK	MER9a1	HERVK9-int	
HML3_6q11.1b	oneside	oneside	chr6	61496710	61497903	-	rmsk	HML3_6q11.1b	HML3_6q11.1b	ERVK	MER9a1	HERVK9-int	
HERVH_6q11.1a	prototype	prototype	chr6	61600186	61606272	+	rmsk	HERVH_6q11.1a	HERVH_6q11.1a	ERV1	LTR7	HERVH-int	
ERV316A3_6q11.1	prototype	prototype	chr6	61620600	61625817	+	rmsk	ERV316A3_6q11.1	ERV316A3_6q11.1	ERVL	LTR16B	ERV3-16A3_I-int	
HERVL_6q11.1b	oneside	oneside	chr6	62118534	62122755	+	rmsk	HERVL_6q11.1b	HERVL_6q11.1b	ERVL	MLT2A2	HERVL-int	
HERVH_6q11.1b	prototype	prototype	chr6	62585932	62591724	+	rmsk	HERVH_6q11.1b	HERVH_6q11.1b	ERV1	LTR7	HERVH-int	
ERVL_6q11.1	internal	internal	chr6	62596365	62597249	+	rmsk	ERVL_6q11.1	ERVL_6q11.1	ERVL	ERVL-int	ERVL-int	
HERVFRD_6q11.2	oneside	oneside	chr6	62611316	62616160	-	rmsk	HERVFRD_6q11.2	HERVFRD_6q11.2	ERV1	MER50-int	MER50-int	
HERVL_6q11.2	oneside	oneside	chr6	62649160	62650315	+	rmsk	HERVL_6q11.2	HERVL_6q11.2	ERVL	HERVL-int	HERVL-int	
MER61_6q11.2	internal	internal	chr6	62650316	62651942	-	rmsk	MER61_6q11.2	MER61_6q11.2	ERV1	MER61-int	MER61-int	
LTR25_6q11.2	internal	internal	chr6	62652655	62654313	-	rmsk	LTR25_6q11.2	LTR25_6q11.2	ERV1	LTR25-int	LTR25-int	
HERVH_6q12a	prototype	prototype	chr6	62791671	62797450	+	rmsk	HERVH_6q12a	HERVH_6q12a	ERV1	LTR7	HERVH-int	
